episode,timestep,reward
384,11520,-7.069072
384,11520,-16.765802
384,11525,-14.528915
384,11530,-10.966861
385,11550,-14.254195
385,11565,-8.24581
385,11575,-9.370758
386,11580,-10.25027
387,11610,-11.312302
387,11615,-7.062447
387,11620,-14.464246
387,11625,-10.897677
387,11630,-8.959372
388,11655,-6.887138
388,11660,-6.104637
389,11670,-7.120958
389,11675,-9.793985
390,11700,-8.130375
390,11720,-11.032927
391,11735,-6.201337
391,11740,-12.700886
391,11755,-54.926883
391,11755,-14.947848
392,11760,-6.812126
392,11780,-8.264231
392,11785,-8.124937
393,11790,-5.337827
393,11790,-6.363588
394,11830,-7.936931
394,11835,-8.144551
394,11840,-10.676375
395,11855,-11.627941
395,11870,-6.282656
396,11885,-10.453983
396,11895,-57.383989
396,11895,-9.818927
397,11910,-7.100902
397,11910,-9.811931
397,11935,-7.10858
397,11935,-4.469152
398,11940,-8.275171
398,11945,-6.323607
398,11965,-13.064427
399,11970,-6.057009
399,11975,-5.322895
399,11990,-8.781684
400,12000,-11.631757
400,12005,-5.448653
400,12015,-8.759053
401,12035,-8.363143
401,12040,-6.976295
401,12045,-5.508928
401,12045,-7.010036
402,12075,-6.787432
402,12075,-22.531151
402,12085,-7.139624
403,12090,-8.922456
403,12110,-6.346166
403,12110,-11.59644
404,12120,-7.786861
405,12150,-7.324176
405,12155,-12.094396
405,12160,-7.121266
405,12175,-16.151822
406,12185,-6.25347
406,12190,-6.096562
407,12225,-23.273545
407,12230,-9.466418
407,12230,-13.856485
408,12240,-9.786251
409,12275,-8.055277
409,12275,-6.046642
409,12280,-9.412671
409,12280,-9.046288
410,12305,-5.319609
410,12315,-26.383566
410,12320,-8.301102
410,12325,-7.693192
411,12340,-10.759016
411,12350,-8.217646
411,12350,-5.339
411,12350,-6.23088
412,12360,-6.335125
412,12385,-6.216372
413,12395,-7.966098
413,12395,-10.313989
413,12400,-7.282814
414,12435,-7.200097
414,12440,-8.115692
415,12455,-12.003956
415,12475,-13.022067
416,12490,-10.441563
416,12490,-9.100458
416,12490,-25.197321
417,12520,-11.630003
417,12530,-10.060597
418,12545,-10.158637
418,12545,-10.052402
418,12555,-11.620068
418,12555,-6.443596
419,12580,-6.195029
419,12585,-5.283807
419,12595,-9.058353
419,12595,-11.770733
419,12595,-7.076194
420,12610,-5.285503
420,12615,-5.360526
420,12620,-4.502128
421,12655,-8.192622
422,12660,-7.17415
422,12665,-13.505949
422,12675,-11.360223
422,12680,-16.713738
423,12695,-6.360963
423,12695,-7.044252
423,12710,-7.904992
424,12720,-7.755906
424,12725,-8.319768
424,12730,-6.122409
425,12750,-4.438466
425,12750,-10.905071
425,12765,-10.179137
425,12770,-7.241092
426,12790,-7.268079
427,12810,-15.040903
427,12815,-9.177067
427,12825,-10.35449
427,12830,-14.462859
428,12860,-5.388172
428,12865,-13.184879
428,12865,-8.5832
429,12885,-12.612088
429,12895,-12.653557
430,12905,-8.133088
430,12915,-9.376191
430,12925,-7.068092
431,12930,-12.017849
431,12950,-10.626247
431,12955,-5.314837
432,12980,-5.408051
433,12995,-17.234676
433,13000,-14.783249
433,13000,-14.105916
433,13005,-8.7262
434,13035,-5.230052
435,13050,-8.896693
435,13055,-10.577035
435,13055,-12.630241
435,13065,-5.387678
436,13080,-13.5161
436,13085,-5.363515
436,13090,-6.293071
436,13100,-6.208484
436,13105,-10.089733
437,13120,-6.022559
437,13130,-7.046705
437,13135,-5.331119
438,13140,-10.777545
438,13145,-8.045819
439,13175,-6.220031
439,13175,-6.843149
439,13190,-8.012626
440,13200,-12.228461
440,13210,-6.119715
440,13225,-8.628168
440,13225,-6.298838
441,13240,-19.657516
442,13260,-10.642076
442,13265,-10.098319
442,13280,-9.49084
442,13285,-10.496222
443,13300,-10.736325
443,13305,-7.986718
444,13320,-9.869327
444,13325,-7.000489
444,13330,-5.389733
444,13340,-6.342266
445,13350,-5.430921
445,13360,-5.423408
445,13370,-8.117304
446,13380,-18.735393
446,13390,-8.732886
446,13400,-8.744613
446,13405,-8.089759
447,13415,-6.186038
447,13425,-4.437723
447,13425,-6.28429
448,13440,-11.402577
448,13445,-7.07149
449,13470,-5.428571
449,13475,-5.370741
449,13475,-10.365337
449,13480,-10.233371
449,13485,-11.312565
450,13520,-9.003587
450,13520,-7.281084
450,13520,-8.1154
450,13525,-6.958537
450,13525,-8.844899
451,13555,-6.182794
452,13580,-9.948909
453,13590,-11.799812
453,13600,-7.941349
453,13615,-6.284064
454,13620,-16.563349
454,13630,-5.296001
454,13640,-8.882665
455,13650,-5.359088
455,13665,-8.991002
455,13675,-6.266076
455,13675,-61.327475
455,13675,-7.895194
456,13685,-6.252399
456,13700,-6.28554
457,13725,-9.166976
457,13735,-10.412076
458,13740,-11.799927
458,13745,-10.38245
458,13760,-6.243581
459,13775,-7.295641
459,13785,-7.097704
459,13790,-9.135948
459,13790,-5.43746
460,13805,-16.472792
460,13820,-5.342944
461,13830,-9.916373
461,13840,-9.693077
461,13855,-8.94838
462,13860,-5.364285
462,13865,-8.033645
462,13870,-14.149557
463,13890,-6.019442
463,13895,-5.343411
463,13905,-6.414333
463,13915,-9.42319
464,13925,-6.234064
464,13930,-17.491784
465,13950,-9.685993
465,13950,-7.701926
465,13960,-5.349483
465,13970,-8.976196
466,13980,-9.799696
466,14000,-9.066272
466,14000,-7.106879
467,14020,-9.628961
467,14025,-13.137857
467,14030,-5.364609
468,14040,-6.873661
469,14070,-5.23614
469,14075,-9.116125
469,14080,-8.95845
469,14080,-10.856378
469,14080,-18.212191
470,14115,-8.112091
470,14115,-7.004493
470,14125,-7.91514
471,14130,-8.56497
471,14140,-11.636461
471,14150,-6.354979
472,14160,-6.365949
472,14170,-5.189016
472,14175,-7.902933
472,14185,-6.168906
473,14205,-14.096402
473,14205,-8.116477
473,14205,-6.236983
474,14230,-9.689993
474,14230,-7.723691
475,14250,-7.828598
475,14250,-8.090259
475,14270,-11.165164
476,14280,-8.98557
476,14290,-10.078249
476,14300,-5.268955
476,14305,-9.902667
477,14320,-5.309633
477,14335,-10.023443
478,14340,-7.053816
478,14345,-7.185352
479,14375,-20.635868
479,14385,-7.295959
479,14390,-10.33911
480,14405,-17.722896
480,14415,-7.203786
480,14420,-14.657714
481,14435,-8.037265
482,14460,-7.865381
482,14460,-10.566517
482,14470,-6.277499
482,14485,-23.212104
483,14500,-7.057388
483,14505,-15.235957
483,14510,-7.089327
484,14525,-7.209192
484,14530,-5.378346
484,14545,-6.261364
485,14570,-7.484215
485,14575,-22.682025
486,14580,-13.991533
486,14590,-8.089041
487,14610,-6.055812
487,14615,-8.163793
487,14625,-18.076946
488,14645,-11.369136
488,14650,-10.250432
488,14660,-8.074734
489,14670,-10.248634
489,14680,-9.868108
490,14725,-15.839691
491,14730,-10.337961
491,14735,-9.419251
491,14755,-22.65589
492,14760,-6.476404
492,14765,-20.791058
492,14780,-8.845864
493,14790,-6.14821
493,14795,-10.203833
493,14805,-7.187488
494,14820,-10.683511
494,14825,-7.92858
494,14830,-6.444789
494,14830,-7.130479
494,14845,-7.080987
495,14865,-6.463933
495,14870,-8.92473
496,14895,-11.110118
497,14910,-14.953975
497,14915,-12.526542
497,14930,-10.532338
497,14935,-13.799778
498,14955,-7.973466
498,14960,-7.839403
499,14970,-13.132099
499,14985,-10.005008
500,15010,-10.431536
500,15010,-14.212446
500,15010,-7.264557
501,15040,-9.787507
501,15040,-15.19754
501,15050,-7.026479
502,15075,-12.537456
502,15080,-7.335783
502,15080,-13.013932
503,15115,-14.734667
503,15115,-10.74685
